,product_id,mail,score,review_text,date_added
1641,990,James9847@gmail.com,9,Прекрасный продукт.,2013-2-6
1642,2790,Helen4064@hotmail.com,9,,2012-4-20
1643,3015,Dolores2982@hotmail.com,10,,2013-11-11
1644,2061,Bess2172@hotmail.com,3,,2021-11-12
1645,1684,Tammy4018@gmail.com,1,,2021-4-5
1646,3388,Cindy3774@hotmail.com,8,,2021-3-16
1647,318,Letitia4382@gmail.com,5,Прекрасный продукт.,2023-2-10
1648,1384,Erin1652@hotmail.com,7,Плохо! Мне не понравился.,2021-10-2
1649,2844,William4724@hotmail.com,0,,2012-9-28
1650,2130,Pearl8453@gmail.com,10,,2017-12-19
1651,196,Trudy9474@hotmail.com,4,Плохо! Мне не понравился.,2017-5-21
1652,741,Kara2722@hotmail.com,3,,2015-12-1
1653,3326,Harold1916@hotmail.com,9,Отлично! Это невероятно хороший продукт.,2013-4-20
1654,3242,Nicole4615@hotmail.com,8,Это ну такое.,2017-5-13
1655,1501,Timothy7213@hotmail.com,2,,2019-3-19
1656,1620,Carlos8756@hotmail.com,3,Прекрасный продукт.,2011-2-4
1657,10,Gary7214@gmail.com,7,,2013-5-1
1658,2616,Sidney3724@gmail.com,3,,2013-1-6
1659,219,Thomas5344@gmail.com,9,,2012-1-6
1660,2175,Michael4687@hotmail.com,0,Просто средний продукт.,2010-8-22
1661,1821,Frederick9342@gmail.com,10,Хороший продукт.,2010-12-16
1662,226,Amy8145@gmail.com,5,На самом деле прекрасный выбор!,2010-8-18
1663,977,Charles4265@hotmail.com,10,,2017-10-13
1664,1473,James4015@gmail.com,8,,2019-1-19
1665,3400,Leslie6587@hotmail.com,2,На самом деле прекрасный выбор!,2022-6-6
1666,2069,Amanda7667@gmail.com,9,Это ну такое.,2010-10-19
1667,1816,Julie4276@gmail.com,2,,2013-5-1
1668,2182,Elizabeth4619@gmail.com,1,,2020-2-28
1669,3553,John5113@hotmail.com,6,,2012-8-3
1670,337,Aaron8443@hotmail.com,7,Отлично! Это невероятно хороший продукт.,2021-7-25
1671,3371,Linda1818@gmail.com,4,Плохо! Мне не понравился.,2023-9-18
1672,1454,Ann5566@gmail.com,9,Плохо! Мне не понравился.,2020-11-7
1673,2383,Brian4569@hotmail.com,10,,2021-3-18
1674,2154,Gregory1119@hotmail.com,9,Хороший продукт.,2018-7-17
1675,465,Kiara5352@hotmail.com,1,На самом деле прекрасный выбор!,2015-11-5
1676,2454,Meredith9788@hotmail.com,8,Отлично! Это невероятно хороший продукт.,2015-4-2
1677,3665,Cora7445@gmail.com,3,,2014-10-8
1678,1010,Stephen7539@gmail.com,9,,2023-8-4
1679,107,John3870@hotmail.com,7,,2018-2-27
1680,190,Kristina4358@gmail.com,9,,2013-1-4
1681,3093,Timothy8337@gmail.com,0,Плохо! Мне не понравился.,2016-11-28
1682,504,Dorothy2134@hotmail.com,0,Это ну такое.,2022-6-22
1683,3142,Andrew8084@gmail.com,9,,2012-8-8
1684,3268,Melissa4428@hotmail.com,9,,2022-4-17
1685,3152,David4581@gmail.com,5,Отлично! Это невероятно хороший продукт.,2023-8-3
1686,2982,Joan6016@hotmail.com,4,На самом деле хороший выбор!,2020-3-13
1687,3170,Angel2458@gmail.com,3,ФУ. Не куплю от этого бренда больше ничего.,2020-1-21
1688,1391,Mary5643@gmail.com,9,,2013-2-4
1689,1257,Roy4455@hotmail.com,3,,2017-3-15
1690,343,Justin6775@hotmail.com,5,Плохо! Мне не понравился.,2012-9-15
1691,3111,Brandon5043@hotmail.com,10,,2015-4-4
1692,586,Maria6872@hotmail.com,7,,2022-11-10
1693,1805,Heather9880@gmail.com,9,Хороший продукт.,2023-9-15
1694,3094,Theodore4391@gmail.com,7,ФУ. Не куплю от этого бренда больше ничего.,2012-3-10
1695,2972,Eleanor9290@gmail.com,7,Ну неплохо.,2010-4-4
1696,1416,Lori5650@gmail.com,6,,2023-9-19
1697,1373,Ruby1311@hotmail.com,1,,2015-12-16
1698,748,John6857@hotmail.com,0,,2010-1-15
1699,2427,John1998@gmail.com,4,,2019-7-13
1700,3215,Inez8253@hotmail.com,1,,2013-10-20
1701,1741,Patrick2038@hotmail.com,7,Это ну такое.,2013-9-26
1702,974,Jonathon4633@hotmail.com,9,ФУ. Не куплю от этого бренда больше ничего.,2014-12-13
1703,2165,Douglas2328@hotmail.com,6,,2016-8-14
1704,2189,Stanley1762@hotmail.com,0,Плохо! Мне не понравился.,2018-4-14
1705,387,Naomi7981@gmail.com,3,Плохо! Мне не понравился.,2013-7-22
1706,663,Patricia2565@gmail.com,10,,2011-6-4
1707,187,Delbert5927@gmail.com,4,Плохо! Мне не понравился.,2015-11-7
1708,3051,Jennifer6139@hotmail.com,4,,2019-11-20
1709,81,Barbara2492@gmail.com,2,На самом деле хороший выбор!,2015-3-10
1710,561,Mark4271@hotmail.com,2,,2023-4-24
1711,357,Edith5045@gmail.com,6,,2015-10-13
1712,1980,Alberta1052@gmail.com,1,Отлично! Это невероятно хороший продукт.,2011-8-21
1713,1617,Marion1589@gmail.com,9,,2014-1-3
1714,3313,Steven4588@hotmail.com,4,ФУ. Не куплю от этого бренда больше ничего.,2013-2-25
1715,1752,Ali4884@hotmail.com,0,,2018-8-27
1716,1004,Linda9965@hotmail.com,8,Плохо! Мне не понравился.,2011-9-2
1717,1635,Nicholas1758@gmail.com,2,Просто средний продукт.,2016-6-3
1718,1374,Seth3125@hotmail.com,1,Средненько! Это средний по качеству продукт.,2020-7-8
1719,2166,Sara7684@hotmail.com,1,,2012-6-15
1720,3007,Hans5139@gmail.com,3,Просто средний продукт.,2012-11-1
1721,3403,Summer4784@hotmail.com,5,,2011-1-12
1722,2352,Mary1049@gmail.com,0,,2017-8-23
1723,2690,Helen5378@hotmail.com,8,,2018-6-2
1724,2438,Danny7758@gmail.com,0,ФУ. Не куплю от этого бренда больше ничего.,2013-7-13
1725,1649,Elaine4873@gmail.com,6,Хороший продукт.,2020-9-8
1726,3250,Alisa9427@hotmail.com,1,,2013-8-20
1727,1465,Sherri6492@gmail.com,0,Плохо! Мне не понравился.,2022-3-27
1728,3438,Jose2015@hotmail.com,8,,2022-4-3
1729,2789,Cleo3185@hotmail.com,2,,2019-7-10
1730,2322,Ivan8145@hotmail.com,5,Просто средний продукт.,2022-5-19
1731,2794,Jodi6818@hotmail.com,6,Отлично! Это невероятно хороший продукт.,2022-7-19
1732,3104,Ronald3035@hotmail.com,6,,2010-8-18
1733,3085,Jean4981@gmail.com,1,Плохо! Мне не понравился.,2013-11-1
1734,2766,Yadira7178@gmail.com,10,Просто средний продукт.,2019-5-4
1735,2109,Mary3076@gmail.com,9,Это ну такое.,2013-6-10
1736,2844,Paul8597@gmail.com,1,,2011-7-9
1737,1133,Timothy9496@hotmail.com,2,,2023-11-28
1738,3542,Eugene4967@gmail.com,10,,2023-6-13
1739,3530,Erica3535@gmail.com,8,Хорошо! Это хороший продукт.,2015-10-14
1740,1743,Leroy9369@hotmail.com,3,,2012-6-21
1741,2846,Nathaniel7897@hotmail.com,10,,2020-9-17
1742,1342,Christopher4556@gmail.com,8,,2022-3-6
1743,2717,Richard1639@hotmail.com,7,,2019-2-8
1744,1881,Marc8992@hotmail.com,9,Это ну такое.,2013-11-19
1745,2601,Sherri7890@gmail.com,10,,2016-7-19
1746,3563,Rick4580@gmail.com,9,,2020-5-25
1747,3085,Kristin9147@hotmail.com,6,,2023-3-19
1748,167,Estela1215@gmail.com,0,,2016-11-17
1749,1236,Shirley8351@gmail.com,9,На самом деле хороший выбор!,2018-4-24
1750,2426,Thomas1651@gmail.com,4,Плохо! Мне не понравился.,2021-11-7
1751,1310,Mary5743@hotmail.com,1,,2017-8-5
1752,1412,Stephen6361@gmail.com,2,,2015-8-24
1753,3542,Bruce4893@gmail.com,6,На самом деле прекрасный выбор!,2012-3-21
1754,2667,Patrick5832@gmail.com,0,,2012-2-2
1755,1816,April8486@gmail.com,3,,2022-5-10
1756,3143,Sandra5941@hotmail.com,8,ФУ. Не куплю от этого бренда больше ничего.,2012-3-6
1757,3438,Katie8989@gmail.com,3,ФУ. Не куплю от этого бренда больше ничего.,2015-6-4
1758,1571,Scott8689@hotmail.com,6,,2020-10-23
1759,334,Robin1388@hotmail.com,5,,2013-6-13
1760,3057,Patricia4364@hotmail.com,0,,2014-2-3
1761,1388,Philip3451@gmail.com,2,,2022-8-16
1762,1665,Kathrine9937@hotmail.com,5,,2021-9-17
1763,2360,William8328@hotmail.com,0,,2023-2-19
1764,438,Hugh8399@gmail.com,1,,2018-7-25
1765,3643,Mario7684@hotmail.com,5,,2018-2-4
1766,302,Jason3419@hotmail.com,3,Плохо! Мне не понравился.,2011-2-22
1767,701,Charles8062@gmail.com,5,На самом деле прекрасный выбор!,2019-4-9
1768,3427,Jessica6840@hotmail.com,2,Хорошо! Это хороший продукт.,2013-3-10
1769,1946,Terry4082@gmail.com,7,,2014-3-22
1770,2086,Dixie4617@hotmail.com,1,ФУ. Не куплю от этого бренда больше ничего.,2011-6-21
1771,2342,James9290@gmail.com,0,Прекрасный продукт.,2022-3-10
1772,2481,Louis3427@hotmail.com,7,,2018-12-5
1773,920,Ethel4298@hotmail.com,4,Хороший продукт.,2011-7-14
1774,3608,Tiffany5835@gmail.com,9,Средненько! Это средний по качеству продукт.,2020-8-22
1775,860,Barbara4925@hotmail.com,0,,2012-6-17
1776,9,Bertha4414@gmail.com,7,,2015-9-19
1777,893,Carl1720@hotmail.com,10,,2021-6-25
1778,3444,Alexander7122@hotmail.com,3,,2018-5-24
1779,1971,Jennifer3783@hotmail.com,4,На самом деле хороший выбор!,2022-9-6
1780,3283,Edna3726@hotmail.com,8,Плохо! Мне не понравился.,2020-1-25
1781,1308,Francisco2636@hotmail.com,10,Плохо! Мне не понравился.,2015-2-19
1782,645,Mary5144@hotmail.com,2,,2013-7-8
1783,797,Molly9237@gmail.com,10,Ну неплохо.,2023-7-19
1784,3502,Pearl1391@hotmail.com,0,,2018-4-10
1785,1495,Tomas4717@hotmail.com,4,,2017-12-1
1786,3041,Retha4479@hotmail.com,2,Хорошо! Это хороший продукт.,2018-9-19
1787,1540,Jennie8246@hotmail.com,9,,2022-1-13
1788,909,Macy6794@gmail.com,6,ФУ. Не куплю от этого бренда больше ничего.,2020-5-24
1789,1771,Erica7383@hotmail.com,5,,2022-12-11
1790,420,Shirley3519@gmail.com,6,ФУ. Не куплю от этого бренда больше ничего.,2021-1-26
1791,1525,Lori4579@hotmail.com,7,Отлично! Это невероятно хороший продукт.,2011-3-20
1792,2015,Tracey2889@hotmail.com,3,Средненько! Это средний по качеству продукт.,2016-5-13
1793,2514,Ryan4659@gmail.com,3,,2015-4-21
1794,417,Allison2251@hotmail.com,8,,2021-10-21
1795,1173,Evelyn5524@hotmail.com,6,Средненько! Это средний по качеству продукт.,2020-9-11
1796,2398,Wesley6568@gmail.com,6,,2010-7-23
1797,3231,Elizabeth7481@gmail.com,2,Плохо! Мне не понравился.,2018-7-7
1798,2217,Thomas1483@hotmail.com,7,Это ну такое.,2011-7-24
1799,493,Ronna2366@gmail.com,6,ФУ. Не куплю от этого бренда больше ничего.,2023-1-27
1800,2277,David7615@hotmail.com,4,Ну неплохо.,2019-12-13
1801,2667,Francine3572@hotmail.com,5,,2022-3-1
1802,202,Ida2487@hotmail.com,7,Прекрасный продукт.,2021-7-17
1803,2068,Alexis1432@hotmail.com,7,Хорошо! Это хороший продукт.,2015-1-17
1804,3238,Carmen4555@hotmail.com,10,На самом деле прекрасный выбор!,2014-2-14
1805,2630,Antoine3163@hotmail.com,3,,2014-4-12
1806,2634,Jeremy4084@gmail.com,7,Плохо! Мне не понравился.,2010-10-8
1807,1344,Elizabeth2724@gmail.com,9,,2022-1-13
1808,702,Lela7677@gmail.com,1,Средненько! Это средний по качеству продукт.,2011-5-16
1809,1847,Christine9268@gmail.com,5,ФУ. Не куплю от этого бренда больше ничего.,2017-9-19
1810,1972,Ann6484@gmail.com,7,Плохо! Мне не понравился.,2020-2-14
1811,985,John6133@gmail.com,1,Плохо! Мне не понравился.,2015-7-3
1812,1808,Hollis4385@gmail.com,9,,2019-5-11
1813,85,Charles4111@hotmail.com,7,,2023-10-4
1814,218,Helen5453@gmail.com,4,Средненько! Это средний по качеству продукт.,2023-5-7
1815,341,Raymond8390@gmail.com,1,Средненько! Это средний по качеству продукт.,2011-9-5
1816,2586,Shelley7098@gmail.com,8,,2023-12-11
1817,2401,Stacey9667@gmail.com,9,,2022-1-11
1818,673,James4455@gmail.com,6,Это ну такое.,2022-4-18
1819,3421,Sharon7438@gmail.com,3,Плохо! Мне не понравился.,2020-5-10
1820,2605,Nora6425@gmail.com,3,,2015-3-14
1821,3643,Lisa1661@gmail.com,6,Плохо! Мне не понравился.,2010-3-21
1822,3642,Pamela6076@gmail.com,7,Это ну такое.,2012-12-4
1823,2577,Thomas6015@gmail.com,5,На самом деле хороший выбор!,2020-7-5
1824,3082,Lester7978@hotmail.com,4,Ну неплохо.,2019-2-28
1825,1893,Jacob6273@gmail.com,3,Плохо! Мне не понравился.,2011-10-27
1826,1935,Tammy2076@gmail.com,0,,2019-1-22
1827,2164,Pamela7436@gmail.com,4,,2018-3-11
1828,1847,Tamika2461@hotmail.com,0,,2018-12-12
1829,77,Jocelyn3473@gmail.com,6,Это ну такое.,2016-2-15
1830,1789,Jean5426@hotmail.com,3,Плохо! Мне не понравился.,2019-1-22
1831,2317,Ruby4194@gmail.com,9,,2021-5-14
1832,698,Michelle4911@hotmail.com,4,,2014-10-6
1833,1234,Jeffrey7633@gmail.com,0,Плохо! Мне не понравился.,2012-7-5
1834,1722,Walter3077@gmail.com,4,Плохо! Мне не понравился.,2020-9-28
1835,2190,Jonathan1023@hotmail.com,0,Просто средний продукт.,2010-1-15
1836,1144,Charles4913@gmail.com,8,,2020-7-28
1837,3315,Maria3650@hotmail.com,1,Просто средний продукт.,2010-5-1
1838,2366,Brooke2124@hotmail.com,10,,2015-3-1
1839,3198,Dennis1120@hotmail.com,4,Это ну такое.,2013-5-28
1840,768,Christopher8477@hotmail.com,0,Хорошо! Это хороший продукт.,2018-9-27
1841,2521,Leroy7665@gmail.com,8,,2013-8-8
1842,3376,Joshua3820@hotmail.com,10,Просто средний продукт.,2016-11-1
1843,1683,Lois8456@hotmail.com,0,,2021-6-27
1844,769,Myra4063@hotmail.com,9,Средненько! Это средний по качеству продукт.,2015-1-6
1845,2109,Polly8275@gmail.com,4,Ну неплохо.,2022-12-25
1846,1693,Elizabeth5876@gmail.com,10,,2013-1-2
1847,93,Melanie7167@gmail.com,1,ФУ. Не куплю от этого бренда больше ничего.,2023-2-23
1848,2459,Allie6429@gmail.com,0,Хорошо! Это хороший продукт.,2012-3-21
1849,3313,William1425@gmail.com,0,,2016-4-19
1850,3051,Kari3847@gmail.com,2,ФУ. Не куплю от этого бренда больше ничего.,2022-11-18
1851,556,Mary7454@gmail.com,0,Средненько! Это средний по качеству продукт.,2013-6-20
1852,1498,Betty7979@hotmail.com,4,Плохо! Мне не понравился.,2010-11-10
1853,1760,Angela1418@gmail.com,3,,2022-1-12
1854,3377,Kathryn8718@gmail.com,8,,2023-1-14
1855,2130,Howard7928@gmail.com,10,Хорошо! Это хороший продукт.,2012-7-11
1856,74,Christopher4587@gmail.com,4,Плохо! Мне не понравился.,2012-9-16
1857,3391,Linda7072@hotmail.com,7,ФУ. Не куплю от этого бренда больше ничего.,2016-10-11
1858,3520,Kenny1144@gmail.com,5,,2021-3-8
1859,361,Kelly6025@hotmail.com,8,Ну неплохо.,2013-3-13
1860,3409,Dominique6033@hotmail.com,9,На самом деле хороший выбор!,2013-4-9
1861,1673,Clotilde3232@hotmail.com,6,Это ну такое.,2019-10-19
1862,2501,Nancy8972@gmail.com,2,,2018-4-1
1863,1485,Thomas1544@hotmail.com,6,Хороший продукт.,2015-7-21
1864,2475,Thomas4160@gmail.com,9,Это ну такое.,2022-2-28
1865,3516,Floyd3631@hotmail.com,3,Плохо! Мне не понравился.,2017-1-27
1866,1263,Dexter6637@hotmail.com,2,,2014-10-3
1867,18,Stephen2197@gmail.com,8,,2010-5-7
1868,1189,Jennifer7187@gmail.com,3,Плохо! Мне не понравился.,2015-9-6
1869,3587,Joshua9861@hotmail.com,6,Отлично! Это невероятно хороший продукт.,2013-8-11
1870,1293,Avery6545@hotmail.com,3,,2019-3-8
1871,422,Gregorio7615@hotmail.com,0,,2013-3-27
1872,2753,Sarah7454@gmail.com,7,,2014-7-10
1873,3520,Amanda2187@hotmail.com,6,Плохо! Мне не понравился.,2017-9-13
1874,2126,Tomiko1835@hotmail.com,0,,2015-7-26
1875,1354,Paige3438@gmail.com,3,,2012-4-3
1876,3242,Francis6295@hotmail.com,0,Ну неплохо.,2018-11-15
1877,2666,Donald6018@hotmail.com,10,Просто средний продукт.,2019-5-12
1878,3310,Kathleen9576@gmail.com,8,Плохо! Мне не понравился.,2021-12-13
1879,1016,Jake8260@hotmail.com,7,,2010-1-4
1880,1122,Stephen1935@gmail.com,7,,2011-2-18
1881,335,Clarence9290@gmail.com,7,Средненько! Это средний по качеству продукт.,2022-3-19
1882,2594,Vera2345@hotmail.com,2,,2017-2-19
1883,1655,Ashley6159@gmail.com,0,Плохо! Мне не понравился.,2021-8-15
1884,3312,Leatrice7174@hotmail.com,9,Просто средний продукт.,2023-3-4
1885,1689,Darrell1989@gmail.com,3,На самом деле хороший выбор!,2022-10-17
1886,835,Paula4254@gmail.com,2,Хорошо! Это хороший продукт.,2015-4-1
1887,1023,Veronica9533@gmail.com,6,,2019-1-15
1888,1848,James2571@gmail.com,2,Хорошо! Это хороший продукт.,2013-5-12
1889,1706,Verna6853@gmail.com,3,,2020-5-21
1890,2263,Armand8897@hotmail.com,9,,2019-10-28
1891,1426,John8846@gmail.com,1,Хороший продукт.,2021-12-5
1892,653,Chester8358@hotmail.com,3,,2010-9-27
1893,3511,Paul4935@hotmail.com,8,Хорошо! Это хороший продукт.,2015-3-4
1894,2311,Joanie2625@gmail.com,9,Плохо! Мне не понравился.,2019-11-28
1895,738,Esther2453@gmail.com,4,,2021-3-16
1896,1576,Kasi1894@gmail.com,0,,2012-8-3
1897,2068,Antoinette3840@hotmail.com,7,Плохо! Мне не понравился.,2016-2-2
1898,3082,Roy5619@hotmail.com,6,Хороший продукт.,2016-7-1
1899,2232,Edith8277@hotmail.com,6,,2019-6-21
1900,1707,Jacqueline6727@hotmail.com,2,Это ну такое.,2023-3-19
1901,1423,Leah6018@hotmail.com,6,Отлично! Это невероятно хороший продукт.,2013-3-8
1902,1343,Ricardo7836@hotmail.com,9,,2021-8-17
1903,3482,Bennie8794@gmail.com,2,Прекрасный продукт.,2019-12-8
1904,1560,Toni7470@gmail.com,3,,2017-11-10
1905,1004,Suzanne1096@hotmail.com,8,,2022-12-19
1906,1390,George4363@hotmail.com,1,Плохо! Мне не понравился.,2016-12-4
1907,1506,Steven8095@gmail.com,0,,2021-10-4
1908,532,Gregory2890@hotmail.com,5,,2021-7-18
1909,2517,Joshua9824@gmail.com,7,,2014-8-7
1910,1208,Randall5936@gmail.com,6,ФУ. Не куплю от этого бренда больше ничего.,2017-9-22
1911,13,Ramona9040@gmail.com,9,Плохо! Мне не понравился.,2012-11-4
1912,3159,Jose9380@gmail.com,6,,2010-2-9
1913,1593,Wilbert2293@gmail.com,0,,2011-3-6
1914,1026,Leo6272@hotmail.com,8,,2014-3-13
1915,797,Charlotte1568@hotmail.com,2,ФУ. Не куплю от этого бренда больше ничего.,2023-2-14
1916,1514,Fred7587@gmail.com,8,Прекрасный продукт.,2010-1-26
1917,816,Diamond3688@gmail.com,4,,2021-3-14
1918,679,Kenneth2614@gmail.com,7,Ну неплохо.,2022-8-5
1919,1967,Ronnie3899@gmail.com,9,,2018-7-19
1920,3642,Jenae7735@hotmail.com,4,,2022-7-18
1921,2013,William5373@gmail.com,6,Отлично! Это невероятно хороший продукт.,2018-1-20
1922,3120,Lorraine5931@hotmail.com,6,Это ну такое.,2011-5-15
1923,1321,Laurence8489@gmail.com,10,Плохо! Мне не понравился.,2015-7-23
1924,2197,Alicia4887@hotmail.com,3,,2017-2-6
1925,1585,Rhonda7157@hotmail.com,10,Хороший продукт.,2021-3-10
1926,3524,Gloria7982@gmail.com,2,,2014-3-17
1927,2444,Theresa7690@gmail.com,8,,2012-6-10
1928,3265,Walter4314@hotmail.com,0,,2020-1-22
1929,1222,Susan1115@hotmail.com,8,Плохо! Мне не понравился.,2011-11-12
1930,2397,Edward6845@gmail.com,2,Хороший продукт.,2016-8-28
1931,1300,Sheila4585@gmail.com,6,,2021-2-10
1932,1701,Mandy9811@gmail.com,8,,2017-11-15
1933,2128,Ronnie8497@gmail.com,8,,2015-11-3
1934,1850,William3116@gmail.com,6,,2014-6-18
1935,2941,Marjorie9069@hotmail.com,7,ФУ. Не куплю от этого бренда больше ничего.,2020-1-27
1936,984,Linda4668@gmail.com,0,Просто средний продукт.,2013-9-16
1937,433,Jason2585@gmail.com,7,,2022-5-23
1938,1669,Maxine8023@hotmail.com,7,Хорошо! Это хороший продукт.,2014-9-6
1939,3204,Chi7854@hotmail.com,6,,2014-9-19
1940,870,Melissa2953@gmail.com,8,,2021-5-8
1941,2815,Jon9135@hotmail.com,1,,2018-11-15
1942,1900,Alicia5864@hotmail.com,1,,2019-7-23
1943,698,David9587@gmail.com,9,Плохо! Мне не понравился.,2020-7-21
1944,77,Lynda1768@gmail.com,1,Просто средний продукт.,2012-3-21
1945,1622,Brandi5189@hotmail.com,0,,2013-6-23
1946,3396,Joan1638@hotmail.com,1,ФУ. Не куплю от этого бренда больше ничего.,2014-7-21
1947,2168,Donald1546@hotmail.com,3,,2010-10-21
1948,3095,William2953@gmail.com,10,Плохо! Мне не понравился.,2013-7-15
1949,736,Jamie9911@gmail.com,8,,2018-6-19
1950,2284,Daniel7397@gmail.com,4,На самом деле прекрасный выбор!,2022-4-26
1951,1980,Amy1395@hotmail.com,1,ФУ. Не куплю от этого бренда больше ничего.,2014-5-26
1952,753,Joseph6374@hotmail.com,2,,2014-10-13
1953,828,Kevin6598@hotmail.com,3,,2011-7-19
1954,3312,Crystal9796@hotmail.com,7,ФУ. Не куплю от этого бренда больше ничего.,2013-6-14
1955,2678,Aaron8468@hotmail.com,5,,2016-8-13
1956,847,Mark3772@gmail.com,3,,2014-3-25
1957,2891,Von4317@hotmail.com,10,ФУ. Не куплю от этого бренда больше ничего.,2012-1-12
1958,1912,Joyce5755@gmail.com,1,,2017-11-22
1959,2882,Hortense8542@hotmail.com,0,,2012-12-10
1960,1109,Connie1020@gmail.com,10,ФУ. Не куплю от этого бренда больше ничего.,2019-3-10
1961,2944,James4479@gmail.com,8,,2015-3-3
1962,861,Randall9825@gmail.com,6,ФУ. Не куплю от этого бренда больше ничего.,2020-11-9
1963,158,Pamela2297@gmail.com,1,,2022-5-8
1964,1572,Gwen1048@gmail.com,7,Хороший продукт.,2022-7-7
1965,686,Lester7290@hotmail.com,6,Средненько! Это средний по качеству продукт.,2013-7-16
1966,2858,Duane6032@gmail.com,8,,2021-3-24
1967,112,Samantha6097@gmail.com,4,,2022-2-10
1968,56,Robert1869@hotmail.com,8,Отлично! Это невероятно хороший продукт.,2021-8-15
1969,810,Emily2926@gmail.com,3,,2021-3-4
1970,1505,Robin2981@gmail.com,5,Это ну такое.,2016-5-24
1971,3606,Peggy7941@gmail.com,8,,2017-1-24
1972,2740,James3888@hotmail.com,0,,2016-10-3
1973,1402,Helen8290@gmail.com,6,,2018-5-19
1974,2761,James9425@gmail.com,0,Ну неплохо.,2012-9-1
1975,140,Robert2854@hotmail.com,5,Хорошо! Это хороший продукт.,2010-5-3
1976,3402,Micheal8987@gmail.com,2,Просто средний продукт.,2023-8-5
1977,1166,Robert7272@hotmail.com,9,ФУ. Не куплю от этого бренда больше ничего.,2020-9-14
1978,1837,Catherine7492@gmail.com,2,,2012-6-20
1979,460,Shelly2995@hotmail.com,2,Просто средний продукт.,2016-10-17
1980,1822,Jerald3172@gmail.com,2,,2017-6-1
1981,1497,Olive8167@gmail.com,7,Просто средний продукт.,2011-3-27
1982,1157,Wayne2464@gmail.com,3,Плохо! Мне не понравился.,2016-2-14
1983,2205,Bryan7044@gmail.com,9,,2013-7-16
1984,1141,Lara6797@gmail.com,2,,2022-1-10
1985,810,Bryan3568@hotmail.com,10,Средненько! Это средний по качеству продукт.,2012-5-1
1986,669,Jean1464@hotmail.com,4,На самом деле хороший выбор!,2019-11-21
1987,1388,Jessie5525@hotmail.com,3,,2011-9-22
1988,1361,Ralph6986@gmail.com,2,Это ну такое.,2019-7-17
1989,1446,Lucille8088@hotmail.com,4,Отлично! Это невероятно хороший продукт.,2022-10-8
1990,3181,Krista9711@gmail.com,9,Средненько! Это средний по качеству продукт.,2017-6-2
1991,3590,Charles3534@hotmail.com,2,,2010-8-25
1992,2772,Lacie7634@gmail.com,8,Хороший продукт.,2018-2-14
1993,314,Russel8377@gmail.com,7,Хороший продукт.,2017-9-11
1994,2109,Deborah5615@hotmail.com,2,Это ну такое.,2014-9-4
1995,320,Jose8046@hotmail.com,8,,2014-8-2
1996,2752,Margaret3649@gmail.com,10,Отлично! Это невероятно хороший продукт.,2019-7-25
1997,470,Gregory6961@hotmail.com,2,,2015-1-13
1998,1913,Kathy3173@hotmail.com,7,,2012-3-26
1999,1171,Thomas5797@hotmail.com,10,Плохо! Мне не понравился.,2019-2-27
2000,3043,Darlene3433@gmail.com,3,,2010-2-16
2001,3552,Sandra4564@hotmail.com,10,Хороший продукт.,2021-6-12
2002,263,Elizabeth5349@gmail.com,3,Хорошо! Это хороший продукт.,2023-11-16
2003,2401,Samuel9151@hotmail.com,6,Ну неплохо.,2018-4-12
2004,1098,Michael5931@gmail.com,5,На самом деле прекрасный выбор!,2022-1-12
2005,2149,Betty1629@gmail.com,7,ФУ. Не куплю от этого бренда больше ничего.,2014-8-14
2006,304,Sean3716@gmail.com,10,Хороший продукт.,2012-9-10
2007,582,Timothy1269@gmail.com,3,,2013-10-24
2008,3148,James7461@gmail.com,3,На самом деле прекрасный выбор!,2023-10-18
2009,1209,Mary1813@gmail.com,8,Прекрасный продукт.,2022-3-18
2010,1748,Kimberly8038@gmail.com,0,Прекрасный продукт.,2014-5-25
2011,3312,Mary7614@hotmail.com,9,,2018-2-11
2012,3448,Nicole1130@hotmail.com,1,Это ну такое.,2011-7-5
2013,2677,Hilda7868@hotmail.com,2,Это ну такое.,2014-11-16
2014,2315,Tracy9645@gmail.com,9,,2015-2-11
2015,1879,Jerry7096@gmail.com,4,,2017-3-27
2016,2587,Dana2990@gmail.com,3,,2020-9-2
2017,3406,Wade7235@gmail.com,6,Плохо! Мне не понравился.,2018-8-23
2018,3547,Edward5340@gmail.com,6,ФУ. Не куплю от этого бренда больше ничего.,2022-11-28
2019,2682,Kris6818@hotmail.com,5,На самом деле прекрасный выбор!,2016-11-6
2020,1725,Henry9867@gmail.com,6,На самом деле хороший выбор!,2018-11-18
2021,3574,Karen2434@hotmail.com,1,Это ну такое.,2017-7-28
2022,1041,Alice1656@hotmail.com,5,,2021-8-9
2023,2634,Nita9941@gmail.com,9,Хороший продукт.,2010-10-13
2024,2881,Sam5344@hotmail.com,1,Ну неплохо.,2014-9-15
2025,82,Patrick5959@hotmail.com,0,Это ну такое.,2019-10-1
2026,725,Ricky4944@hotmail.com,5,Хорошо! Это хороший продукт.,2013-4-5
2027,3009,Harold9289@hotmail.com,10,Плохо! Мне не понравился.,2016-3-3
2028,812,Louis5922@gmail.com,6,Плохо! Мне не понравился.,2021-7-27
2029,1045,Troy6471@hotmail.com,8,ФУ. Не куплю от этого бренда больше ничего.,2013-10-19
2030,594,Jason8728@gmail.com,3,,2014-3-18
