mail,shop_id,score,review_text,date_added
Irma6468@hotmail.com,1,2,,2022-10-16
Carolyn6677@hotmail.com,5,7,,2020-6-24
Arnold1853@gmail.com,15,5,Средненько! Это средний по сервису магазин.,2023-7-21
Dean8144@gmail.com,13,9,Хороший магазин.,2013-5-13
Joshua2356@gmail.com,4,6,Плохо! Мне не понравился магазин.,2011-2-4
Claudine6871@gmail.com,8,9,Хороший магазин.,2017-11-10
Brad1985@hotmail.com,5,0,,2019-8-28
Dorene7182@hotmail.com,3,4,,2023-3-6
Charles8276@hotmail.com,11,5,,2023-1-10
Susan7657@gmail.com,14,8,Хороший магазин.,2013-12-6
Wesley7589@gmail.com,18,8,,2013-1-14
Eddie5548@gmail.com,9,0,,2012-7-3
Anne4519@gmail.com,22,3,Плохо! Мне не понравился магазин.,2020-3-28
Donald3511@hotmail.com,15,2,,2013-8-27
Bobby1620@gmail.com,2,7,,2016-2-24
Marcus4076@gmail.com,21,10,Это ну такое.,2019-9-19
Keith8212@gmail.com,15,0,Плохо! Мне не понравился магазин.,2011-1-13
Andera5147@gmail.com,12,0,,2020-4-15
Effie9921@gmail.com,10,4,,2017-2-27
Forrest6386@gmail.com,0,8,,2012-8-18
Rita9881@hotmail.com,5,7,Это ну такое.,2021-4-20
Dan8490@hotmail.com,1,6,Отлично! Это невероятно хороший магазин.,2020-8-6
Ernest7741@gmail.com,13,1,,2023-3-23
Mary8413@hotmail.com,5,0,,2022-7-11
Margaret8778@gmail.com,8,7,Средненько! Это средний по сервису магазин.,2019-12-15
William8831@gmail.com,4,6,На самом деле хороший магазин!,2016-2-13
Lori8593@hotmail.com,2,9,Хороший магазин.,2013-6-10
Von9054@gmail.com,19,9,Плохо! Мне не понравился магазин.,2020-3-1
Wanda7751@gmail.com,2,10,Хороший магазин.,2016-3-19
Dorothy3084@gmail.com,2,4,Просто средний магазин.,2013-6-3
Christina1994@gmail.com,20,0,Плохо! Мне не понравился магазин.,2012-9-9
Carmen2954@gmail.com,15,9,,2012-5-15
Michael8874@gmail.com,14,5,,2013-12-6
Nathan6663@hotmail.com,11,10,Это ну такое.,2018-6-5
Janice8573@gmail.com,5,3,,2013-5-12
Maria2856@gmail.com,19,4,,2015-12-2
Brandon1448@gmail.com,8,10,,2010-10-28
Elida7684@gmail.com,19,4,,2011-5-4
Brigette9414@gmail.com,2,9,,2014-2-12
Sheryl1089@hotmail.com,0,2,,2023-6-19
Lloyd4398@gmail.com,3,5,,2011-2-19
Charles4946@gmail.com,12,3,Хороший магазин.,2010-1-19
Winifred1044@gmail.com,6,2,,2015-10-27
Barbara5856@gmail.com,21,9,"На самом деле прекрасный магазин, мне все понраивлос!",2016-3-15
Raymond9997@hotmail.com,4,6,,2016-12-15
Jean6864@gmail.com,10,6,На самом деле хороший магазин!,2020-6-22
Terry1978@hotmail.com,12,10,Отлично! Это невероятно хороший магазин.,2010-2-8
William9937@hotmail.com,2,7,ФУ. Не куплю в этом магазине больше ничего.,2010-10-28
Stephen9971@hotmail.com,21,10,Это ну такое.,2023-3-2
Edwin4360@hotmail.com,6,3,,2016-1-7
Ellen1264@gmail.com,15,2,,2016-7-9
David5051@hotmail.com,5,6,,2010-2-22
Abraham9336@hotmail.com,3,6,ФУ. Не куплю в этом магазине больше ничего.,2021-2-19
Ray6456@gmail.com,1,0,Это ну такое.,2010-1-1
Gayle8389@gmail.com,0,4,,2021-12-17
Tammy3281@gmail.com,0,6,,2014-6-23
Glenda4848@hotmail.com,2,9,,2013-1-2
Steven9211@gmail.com,10,8,Это ну такое.,2012-11-1
Tony3817@hotmail.com,20,10,ФУ. Не куплю в этом магазине больше ничего.,2013-11-1
Gina4116@hotmail.com,17,10,Это ну такое.,2021-11-15
Fern7461@hotmail.com,19,9,Хорошо! Это хороший магазин.,2012-2-16
Timothy3712@hotmail.com,8,9,Хороший магазин.,2010-4-10
Jim7057@hotmail.com,15,4,Просто средний магазин.,2022-5-9
David2881@gmail.com,7,8,,2021-12-3
Eileen4163@gmail.com,12,7,Средненько! Это средний по сервису магазин.,2020-8-21
Paul3416@gmail.com,20,7,Ну неплохо.,2022-7-1
Charles9854@gmail.com,22,3,Это ну такое.,2015-6-25
Joseph1783@hotmail.com,11,5,,2010-8-13
Scott4130@gmail.com,4,0,,2020-12-27
Armand4099@hotmail.com,19,9,ФУ. Не куплю в этом магазине больше ничего.,2023-8-8
Diane8271@gmail.com,7,3,,2015-3-16
Mary5993@gmail.com,0,1,,2022-3-23
Brad1985@hotmail.com,16,4,,2013-7-8
Andrew6085@gmail.com,10,1,Это ну такое.,2023-11-13
Audrey1511@hotmail.com,5,3,Плохо! Мне не понравился магазин.,2010-4-5
Willie2089@gmail.com,14,10,Средненько! Это средний по сервису магазин.,2015-5-5
Richard1541@hotmail.com,18,3,Отлично! Это невероятно хороший магазин.,2017-8-28
Bertha8727@hotmail.com,0,1,,2023-11-5
Melanie6036@hotmail.com,0,7,,2014-10-13
Robert5733@hotmail.com,17,0,,2011-8-8
Stephen5636@hotmail.com,6,6,Отлично! Это невероятно хороший магазин.,2021-6-18
Jackie5889@gmail.com,3,10,"На самом деле прекрасный магазин, мне все понраивлос!",2015-6-22
Rebecca4080@hotmail.com,17,2,,2023-6-6
Richard2733@hotmail.com,3,9,ФУ. Не куплю в этом магазине больше ничего.,2010-9-22
Vickie2163@gmail.com,13,4,ФУ. Не куплю в этом магазине больше ничего.,2014-12-16
Alice4249@gmail.com,9,8,Средненько! Это средний по сервису магазин.,2019-2-26
Kevin1467@gmail.com,2,1,Просто средний магазин.,2014-5-14
Helen5448@gmail.com,22,0,,2016-8-14
Joseph3656@hotmail.com,18,4,,2013-12-11
Michael9931@gmail.com,7,6,,2012-1-9
Sandra3669@hotmail.com,6,6,,2018-5-22
Jill5231@gmail.com,12,6,Это ну такое.,2014-10-8
Mark9853@hotmail.com,15,7,"На самом деле прекрасный магазин, мне все понраивлос!",2013-6-26
Michael4549@gmail.com,13,4,,2022-8-23
Geralyn3418@gmail.com,5,0,,2015-6-25
Maria8919@gmail.com,5,0,ФУ. Не куплю в этом магазине больше ничего.,2014-11-2
Ida6157@hotmail.com,15,8,,2017-11-25
Walter4781@gmail.com,7,6,Это ну такое.,2018-7-23
Linda8378@hotmail.com,12,3,,2012-3-13
Robin5040@gmail.com,22,1,,2014-8-21
Lauren6823@hotmail.com,3,0,,2011-6-6
Susie9185@hotmail.com,12,3,,2021-8-16
John5924@gmail.com,7,2,,2010-1-9
Rena6071@hotmail.com,8,10,Это ну такое.,2019-4-12
Miles6132@hotmail.com,3,7,,2012-12-24
Joseph8212@hotmail.com,0,8,,2011-4-9
Frank2326@hotmail.com,14,9,,2015-8-13
Jeffrey2397@hotmail.com,10,3,Хорошо! Это хороший магазин.,2019-12-26
Mary6378@hotmail.com,18,0,,2019-7-24
Michael6473@hotmail.com,17,5,,2022-2-15
William2663@hotmail.com,5,9,Средненько! Это средний по сервису магазин.,2015-12-26
Chad7736@gmail.com,13,8,,2018-3-16
Tracy9844@hotmail.com,3,2,,2018-12-4
Dino6461@hotmail.com,15,9,Плохо! Мне не понравился магазин.,2015-8-25
Frances2246@hotmail.com,20,7,Просто средний магазин.,2014-11-2
Bonnie5564@gmail.com,12,2,Это ну такое.,2019-4-26
Tammy1278@hotmail.com,12,7,,2017-11-10
Janet5893@gmail.com,22,9,,2016-2-28
Linda7663@gmail.com,6,6,,2013-3-25
Reyna3873@hotmail.com,16,4,Плохо! Мне не понравился магазин.,2021-2-25
Terrance4912@hotmail.com,19,4,,2011-5-13
William1191@hotmail.com,5,0,ФУ. Не куплю в этом магазине больше ничего.,2021-11-10
Margarita3682@hotmail.com,17,3,Отлично! Это невероятно хороший магазин.,2014-7-17
David4075@gmail.com,12,4,,2023-11-1
David1499@gmail.com,17,9,,2021-4-6
Leroy8656@gmail.com,19,4,,2021-12-4
Julie6388@gmail.com,19,4,Это ну такое.,2019-7-28
Martha3995@gmail.com,0,0,Это ну такое.,2017-9-10
William3849@hotmail.com,15,4,"На самом деле прекрасный магазин, мне все понраивлос!",2023-12-27
Mary4810@gmail.com,11,2,Это ну такое.,2015-6-5
Jennifer7586@hotmail.com,5,0,Хороший магазин.,2022-9-22
Danny1994@hotmail.com,21,10,Это ну такое.,2023-10-28
Kiara5352@hotmail.com,16,7,,2023-11-13
Marci2020@gmail.com,5,7,Это ну такое.,2020-11-28
Rhett8541@hotmail.com,1,8,,2013-8-20
Martha5134@gmail.com,11,2,Ну неплохо.,2014-7-9
Danny1321@gmail.com,21,9,,2013-8-11
Ben8214@hotmail.com,18,4,Средненько! Это средний по сервису магазин.,2022-4-5
Carl4587@hotmail.com,22,4,,2016-10-3
Joseph8979@gmail.com,8,1,,2013-3-11
Mary9135@hotmail.com,10,0,ФУ. Не куплю в этом магазине больше ничего.,2022-3-21
John3537@gmail.com,6,8,,2012-1-16
Huey4573@hotmail.com,21,5,ФУ. Не куплю в этом магазине больше ничего.,2021-5-3
Dina7399@gmail.com,9,6,Плохо! Мне не понравился магазин.,2010-4-7
Peggy7481@gmail.com,1,9,,2020-3-19
Janice8757@gmail.com,10,6,,2013-4-24
Seth4930@gmail.com,5,8,,2011-11-5
Catherine8751@gmail.com,14,0,,2022-1-17
Vanessa4465@gmail.com,5,3,Просто средний магазин.,2015-11-20
Everett7685@gmail.com,5,6,,2023-8-8
Gertie8890@gmail.com,22,6,ФУ. Не куплю в этом магазине больше ничего.,2018-12-8
Yun4520@gmail.com,13,0,,2020-12-11
Michael5446@gmail.com,8,2,,2023-11-26
Albert3191@hotmail.com,3,6,,2019-7-13
Donnell9433@gmail.com,8,2,Плохо! Мне не понравился магазин.,2015-5-21
Kenneth8832@gmail.com,5,0,Прекрасный магазин.,2011-9-10
Sammy4033@hotmail.com,14,2,Это ну такое.,2017-10-12
Christine5238@gmail.com,0,2,,2023-4-13
Matthew5461@hotmail.com,10,0,Хороший магазин.,2015-1-17
Allan3246@gmail.com,6,9,ФУ. Не куплю в этом магазине больше ничего.,2022-7-10
Herbert6086@hotmail.com,11,10,,2011-6-8
Lucy8657@gmail.com,7,2,Просто средний магазин.,2015-12-5
Bridget7675@hotmail.com,0,2,,2021-4-24
Jolynn3719@hotmail.com,8,1,На самом деле хороший магазин!,2017-4-25
Anna8122@hotmail.com,0,4,,2021-12-26
Jessica8112@gmail.com,1,1,На самом деле хороший магазин!,2020-12-17
Erich6915@gmail.com,19,2,,2022-4-20
Clara1069@gmail.com,5,1,,2022-12-25
Susan7472@hotmail.com,10,2,ФУ. Не куплю в этом магазине больше ничего.,2015-12-4
Cesar6226@gmail.com,16,3,,2016-2-5
Randolph2384@hotmail.com,14,7,Плохо! Мне не понравился магазин.,2018-2-27
Santos2021@gmail.com,14,8,"На самом деле прекрасный магазин, мне все понраивлос!",2014-11-11
Kelvin7132@hotmail.com,12,3,Отлично! Это невероятно хороший магазин.,2022-7-21
Carolyn3229@hotmail.com,0,2,Это ну такое.,2014-9-14
Paul9996@hotmail.com,16,1,,2018-12-26
Jeremy2627@gmail.com,13,5,Ну неплохо.,2020-12-21
Kimberly6551@hotmail.com,12,2,,2012-8-15
Myrna6033@gmail.com,6,4,Хороший магазин.,2014-3-27
Ada1464@hotmail.com,19,5,,2014-1-26
Jonathon5448@hotmail.com,15,3,,2019-6-17
Melinda9422@gmail.com,12,1,,2019-11-26
John7914@hotmail.com,10,3,,2018-2-13
Earl4251@hotmail.com,4,7,Плохо! Мне не понравился магазин.,2013-9-28
Virginia9846@hotmail.com,20,5,На самом деле хороший магазин!,2022-2-20
Ruben9296@hotmail.com,21,4,,2016-6-1
Mary5726@hotmail.com,9,8,Хорошо! Это хороший магазин.,2021-11-21
Christopher5728@hotmail.com,22,9,,2014-8-19
Julio1853@gmail.com,14,0,,2021-4-13
Jeffrey4289@hotmail.com,22,0,На самом деле хороший магазин!,2021-12-27
Michael5588@gmail.com,4,8,Плохо! Мне не понравился магазин.,2018-4-14
Darrell5223@hotmail.com,10,9,,2015-9-24
John6512@hotmail.com,7,7,,2018-6-16
James6499@hotmail.com,10,3,Плохо! Мне не понравился магазин.,2013-5-25
Aaron8729@gmail.com,1,5,ФУ. Не куплю в этом магазине больше ничего.,2020-5-28
Tina5651@gmail.com,12,5,,2016-4-18
Theresa3376@hotmail.com,15,2,Прекрасный магазин.,2021-12-26
Edmond7393@hotmail.com,6,4,,2020-6-23
Kevin3029@hotmail.com,11,9,Это ну такое.,2017-5-18
Eddie5056@hotmail.com,8,3,,2020-1-25
Melvin1059@gmail.com,21,6,,2019-3-26
Gary9952@hotmail.com,10,5,,2020-7-26
Jack6067@gmail.com,16,0,,2013-12-22
Thomas6614@gmail.com,5,8,,2022-3-15
Wilma8665@gmail.com,15,5,,2019-7-5
Katherine5968@gmail.com,20,8,,2020-8-6
James8824@hotmail.com,14,1,Плохо! Мне не понравился магазин.,2017-4-18
Robert3972@gmail.com,6,6,,2013-7-6
Kenneth8451@gmail.com,16,2,,2016-2-25
Lester9459@gmail.com,12,0,,2019-10-17
Daniel7487@gmail.com,12,6,Хороший магазин.,2021-2-12
Sydney7576@hotmail.com,7,0,На самом деле хороший магазин!,2018-10-22
Christy7969@gmail.com,10,0,Это ну такое.,2017-10-13
Rene1528@gmail.com,13,5,Хороший магазин.,2018-12-5
Robin9083@gmail.com,11,5,,2018-7-23
Terry3025@hotmail.com,18,4,,2020-1-24
Robin4567@hotmail.com,7,7,,2017-10-15
Kathleen1579@gmail.com,8,8,Плохо! Мне не понравился магазин.,2010-9-12
Mark5265@hotmail.com,14,10,,2021-6-4
Lynda8013@hotmail.com,10,5,Ну неплохо.,2017-1-26
Mary6830@hotmail.com,6,10,ФУ. Не куплю в этом магазине больше ничего.,2022-12-1
Adam5341@hotmail.com,6,1,,2011-9-16
Sandra1786@hotmail.com,16,2,ФУ. Не куплю в этом магазине больше ничего.,2011-12-17
Vernon9158@hotmail.com,9,1,ФУ. Не куплю в этом магазине больше ничего.,2018-2-18
Teresa3460@gmail.com,11,10,,2021-10-12
Joseph1297@gmail.com,11,9,Хорошо! Это хороший магазин.,2023-6-24
Jack6794@gmail.com,20,4,Отлично! Это невероятно хороший магазин.,2010-10-10
James2716@hotmail.com,19,0,"На самом деле прекрасный магазин, мне все понраивлос!",2017-2-17
Kelly5134@gmail.com,0,1,"На самом деле прекрасный магазин, мне все понраивлос!",2014-7-15
Mary3861@gmail.com,14,6,,2016-2-4
William6550@gmail.com,19,1,Это ну такое.,2011-1-25
Carl8674@gmail.com,12,2,Это ну такое.,2010-2-22
Shirley5932@hotmail.com,15,7,Это ну такое.,2013-7-9
Ralph2697@hotmail.com,17,9,,2017-10-11
John3540@hotmail.com,20,3,ФУ. Не куплю в этом магазине больше ничего.,2014-10-17
John1822@gmail.com,20,1,,2022-6-6
Juan9088@hotmail.com,15,5,Это ну такое.,2019-9-26
William4212@gmail.com,13,8,,2010-7-12
David4498@hotmail.com,1,3,,2018-10-11
Russell7691@hotmail.com,19,2,Плохо! Мне не понравился магазин.,2023-4-18
Sarah3947@hotmail.com,19,7,Это ну такое.,2014-9-19
Edna5868@hotmail.com,9,6,,2022-5-4
David3581@hotmail.com,21,2,,2015-4-4
Randall6150@gmail.com,12,8,,2016-6-25
Eva4969@hotmail.com,8,2,,2012-5-11
Laurie2523@hotmail.com,11,4,Хорошо! Это хороший магазин.,2022-3-14
William7366@gmail.com,12,7,,2011-6-1
Phil5017@gmail.com,8,7,Это ну такое.,2020-3-6
Erwin8489@hotmail.com,3,4,Плохо! Мне не понравился магазин.,2012-6-8
Frankie5439@gmail.com,4,2,,2010-5-12
Cassandra4646@gmail.com,19,5,Это ну такое.,2014-12-5
Darla5229@hotmail.com,2,1,,2018-11-22
Dale7877@gmail.com,8,4,,2012-11-20
Salvador2965@gmail.com,12,9,,2023-10-3
Denise6491@hotmail.com,11,5,,2019-4-6
Linsey8935@hotmail.com,11,10,Это ну такое.,2015-7-17
Julie2095@gmail.com,10,7,,2014-11-5
Donald4749@hotmail.com,9,5,Это ну такое.,2023-3-17
Christopher7489@hotmail.com,1,7,,2022-3-28
Tina7713@hotmail.com,15,1,,2015-5-18
Kenneth8135@hotmail.com,7,5,"На самом деле прекрасный магазин, мне все понраивлос!",2016-8-23
Robert8941@hotmail.com,15,6,,2014-3-9
Sharon2131@hotmail.com,14,10,"На самом деле прекрасный магазин, мне все понраивлос!",2015-6-14
Anthony7839@hotmail.com,0,9,Плохо! Мне не понравился магазин.,2017-1-25
Ingeborg5143@gmail.com,14,4,,2021-5-18
Tommie4455@hotmail.com,12,10,Это ну такое.,2018-3-16
Kevin4561@hotmail.com,14,10,"На самом деле прекрасный магазин, мне все понраивлос!",2011-4-2
Sally4187@hotmail.com,22,9,Просто средний магазин.,2011-7-9
Pamela7699@hotmail.com,14,4,Плохо! Мне не понравился магазин.,2022-9-3
Ofelia4162@hotmail.com,8,9,Хороший магазин.,2011-8-13
Harold9840@hotmail.com,1,2,,2021-11-7
Joel8333@hotmail.com,7,4,,2010-7-28
Sammy5724@hotmail.com,10,0,,2010-7-24
Diane4933@hotmail.com,3,0,,2018-6-23
Monica9422@gmail.com,21,10,,2015-7-20
Velma7341@gmail.com,8,5,,2016-7-15
Ruth1473@gmail.com,10,1,Это ну такое.,2012-9-15
Rogelio6154@hotmail.com,19,2,Это ну такое.,2010-7-18
Pauline7722@gmail.com,12,2,ФУ. Не куплю в этом магазине больше ничего.,2018-11-16
Eleanor4580@hotmail.com,9,8,На самом деле хороший магазин!,2013-12-23
Lisa4717@hotmail.com,0,8,Прекрасный магазин.,2018-5-20
Michael3640@gmail.com,7,0,,2021-1-23
Roderick7891@hotmail.com,16,5,,2017-8-17
Eugene1577@hotmail.com,4,5,,2012-2-5
Kevin7540@gmail.com,1,2,Хорошо! Это хороший магазин.,2018-12-16
Chance4141@hotmail.com,21,10,,2012-8-11
Barbara2198@hotmail.com,2,1,,2011-9-3
Elizabeth4438@gmail.com,14,5,Это ну такое.,2014-11-28
Dale6711@hotmail.com,20,9,,2023-5-13
Daniel6284@hotmail.com,19,0,Это ну такое.,2020-6-8
Christina9288@gmail.com,21,9,Плохо! Мне не понравился магазин.,2012-1-18
Brenda9944@gmail.com,18,8,,2012-5-28
Ed1590@gmail.com,11,4,"На самом деле прекрасный магазин, мне все понраивлос!",2011-11-9
Kristen4249@gmail.com,1,7,,2012-2-10
Hollis3977@hotmail.com,10,10,Прекрасный магазин.,2015-11-2
Cindy7255@hotmail.com,2,3,,2011-9-12
Francis6869@hotmail.com,0,5,,2014-8-6
Dawn4830@gmail.com,5,2,,2023-7-14
Carolyn2218@gmail.com,10,2,,2021-11-24
Joseph3290@gmail.com,4,4,,2023-2-19
Gary1238@hotmail.com,15,4,"На самом деле прекрасный магазин, мне все понраивлос!",2012-2-9
Cynthia9458@hotmail.com,3,4,,2023-9-15
Vernon8168@hotmail.com,9,3,,2014-6-14
Virginia1325@hotmail.com,5,6,"На самом деле прекрасный магазин, мне все понраивлос!",2021-4-18
Richard7777@hotmail.com,14,0,,2012-10-7
Karen2774@hotmail.com,10,4,Прекрасный магазин.,2023-6-23
Shannon5855@gmail.com,4,8,,2021-1-27
Anthony1526@hotmail.com,8,1,На самом деле хороший магазин!,2019-9-3
Sung2424@gmail.com,17,0,,2021-12-9
Roger6960@gmail.com,13,6,Отлично! Это невероятно хороший магазин.,2019-11-7
Kathy9337@hotmail.com,6,3,,2020-3-5
Crystal1778@hotmail.com,6,3,На самом деле хороший магазин!,2012-9-25
Thomas3775@gmail.com,0,4,На самом деле хороший магазин!,2015-6-19
Jose2040@gmail.com,1,9,,2013-11-5
Lance4115@gmail.com,20,8,Прекрасный магазин.,2014-10-6
John7544@hotmail.com,4,7,,2022-12-22
Carl7532@gmail.com,9,3,,2023-5-14
Michael3919@gmail.com,2,1,"На самом деле прекрасный магазин, мне все понраивлос!",2022-4-11
Georgia8526@hotmail.com,7,0,Плохо! Мне не понравился магазин.,2012-2-13
Jennifer4756@hotmail.com,2,3,Это ну такое.,2015-5-13
Josie5738@hotmail.com,15,0,,2022-4-15
Lelia9850@hotmail.com,16,6,,2016-11-3
Michelle3491@gmail.com,0,5,"На самом деле прекрасный магазин, мне все понраивлос!",2022-8-26
Steven5778@gmail.com,12,0,,2010-3-27
Mamie8573@gmail.com,14,1,Просто средний магазин.,2021-4-20
Virginia2168@gmail.com,15,0,,2018-11-27
Jean7469@gmail.com,5,9,,2019-9-7
William8263@gmail.com,13,5,Это ну такое.,2019-4-19
Helene2934@gmail.com,5,3,,2013-3-7
Steven8356@gmail.com,14,2,,2019-2-22
Bobbi4921@hotmail.com,4,8,Хорошо! Это хороший магазин.,2021-5-22
Theresa9783@hotmail.com,18,1,ФУ. Не куплю в этом магазине больше ничего.,2018-11-20
Alvin5899@hotmail.com,21,4,Это ну такое.,2018-10-11
Shirley7879@gmail.com,4,6,Отлично! Это невероятно хороший магазин.,2012-4-17
Bobbi8920@gmail.com,10,10,Отлично! Это невероятно хороший магазин.,2017-7-1
Bianca9581@hotmail.com,16,8,ФУ. Не куплю в этом магазине больше ничего.,2021-10-17
Patricia5239@gmail.com,21,0,,2012-3-23
Michael8880@gmail.com,20,7,,2015-9-15
Lester9253@gmail.com,13,4,,2021-9-1
Christopher4258@gmail.com,22,2,,2023-12-17
Earl8082@gmail.com,2,6,ФУ. Не куплю в этом магазине больше ничего.,2023-9-24
Paul5937@gmail.com,4,0,,2023-12-12
Javier1523@gmail.com,10,3,,2015-12-10
Kristen4929@hotmail.com,2,7,Плохо! Мне не понравился магазин.,2010-2-12
Barbara8433@gmail.com,5,6,,2014-12-20
Nicole8455@gmail.com,15,4,Ну неплохо.,2020-11-9
Natalie1537@hotmail.com,4,4,Прекрасный магазин.,2014-11-14
Armando2525@hotmail.com,8,8,,2018-8-1
Angelina6466@gmail.com,1,0,Плохо! Мне не понравился магазин.,2010-1-2
Kenneth9819@hotmail.com,6,5,,2011-10-26
Willie5747@gmail.com,0,9,,2015-4-27
Carl8093@hotmail.com,17,1,Хорошо! Это хороший магазин.,2010-8-24
Lanita9713@hotmail.com,4,0,Хороший магазин.,2016-7-5
Jason3290@hotmail.com,9,8,,2017-3-25
Gary3692@hotmail.com,8,3,,2021-10-16
Ruth3333@gmail.com,14,1,Хорошо! Это хороший магазин.,2015-3-1
Clayton2159@gmail.com,5,4,,2020-6-27
Luvenia2310@gmail.com,5,4,,2023-5-11
Julie1442@hotmail.com,14,8,Прекрасный магазин.,2015-2-22
Kathryn7169@hotmail.com,21,7,,2023-9-9
Jill2715@gmail.com,15,7,Плохо! Мне не понравился магазин.,2011-4-8
Lisa8054@hotmail.com,16,1,Прекрасный магазин.,2012-3-13
Trenton2241@hotmail.com,19,1,,2012-9-5
Constance4544@hotmail.com,2,5,,2014-12-10
Keith5745@hotmail.com,2,7,Это ну такое.,2021-11-9
John5622@gmail.com,5,4,,2011-9-13
Susan4199@hotmail.com,7,9,Это ну такое.,2016-10-14
Shawn7642@hotmail.com,6,6,Это ну такое.,2015-4-22
Oscar1038@hotmail.com,19,5,,2019-5-2
John2562@hotmail.com,19,9,Это ну такое.,2011-12-15
Billy7828@hotmail.com,10,9,,2019-5-26
Richard3810@hotmail.com,3,1,,2023-10-3
Rufus9377@hotmail.com,0,7,,2011-6-5
Wallace5745@gmail.com,14,8,ФУ. Не куплю в этом магазине больше ничего.,2018-6-25
Wendy8019@gmail.com,9,6,,2023-12-13
Mark6632@gmail.com,13,7,ФУ. Не куплю в этом магазине больше ничего.,2011-5-11
Marilyn6829@hotmail.com,19,2,"На самом деле прекрасный магазин, мне все понраивлос!",2018-8-11
Patricia1083@hotmail.com,22,0,,2012-10-3
Marshall2963@gmail.com,18,9,,2023-8-6
Doris7158@hotmail.com,11,3,,2016-7-8
Marcella2985@gmail.com,13,10,,2019-4-25
Adam1182@hotmail.com,1,7,Средненько! Это средний по сервису магазин.,2017-4-11
Jason8783@gmail.com,6,6,,2021-4-1
Sara7777@hotmail.com,2,10,Средненько! Это средний по сервису магазин.,2017-2-18
Kenneth6466@gmail.com,22,5,,2014-7-2
Robert9974@gmail.com,6,2,Хороший магазин.,2018-12-21
Earnestine9318@gmail.com,5,8,Это ну такое.,2011-11-1
Michael1314@hotmail.com,18,0,,2012-3-6
Amy9361@gmail.com,18,2,ФУ. Не куплю в этом магазине больше ничего.,2017-3-5
Chelsea7596@gmail.com,10,5,Плохо! Мне не понравился магазин.,2021-8-9
Patricia5550@gmail.com,15,9,Средненько! Это средний по сервису магазин.,2013-1-18
Kelli1292@hotmail.com,13,9,,2017-12-24
Patricia7249@hotmail.com,13,3,"На самом деле прекрасный магазин, мне все понраивлос!",2020-2-14
Johnnie9771@gmail.com,9,1,,2020-6-20
Diane1854@gmail.com,8,1,Это ну такое.,2010-10-12
Kathy8816@gmail.com,21,2,,2016-12-8
Jose3812@hotmail.com,2,9,,2013-10-17
Arnold9866@hotmail.com,5,0,,2013-3-17
Christopher7029@hotmail.com,18,9,"На самом деле прекрасный магазин, мне все понраивлос!",2018-4-10
Hazel1495@gmail.com,11,7,,2010-3-3
Francisco9152@hotmail.com,9,8,,2010-8-16
William6185@gmail.com,14,9,Просто средний магазин.,2023-4-6
Robert5466@hotmail.com,7,3,,2015-11-23
Charles2416@gmail.com,12,2,ФУ. Не куплю в этом магазине больше ничего.,2010-1-21
Michael6668@gmail.com,16,6,Это ну такое.,2016-8-9
Meghan7893@hotmail.com,10,3,,2011-8-20
Craig2930@gmail.com,18,4,"На самом деле прекрасный магазин, мне все понраивлос!",2014-5-5
Albert7650@hotmail.com,17,3,,2016-2-9
Michelle2499@hotmail.com,2,7,Это ну такое.,2017-4-27
Emily6616@gmail.com,0,7,Просто средний магазин.,2013-12-6
Amy7477@gmail.com,10,2,Плохо! Мне не понравился магазин.,2021-8-19
Margie9181@hotmail.com,3,10,,2012-3-22
Sherri3342@hotmail.com,12,1,Хороший магазин.,2016-5-16
Thomas4087@hotmail.com,19,3,Прекрасный магазин.,2013-9-11
Fernando8632@gmail.com,1,5,Плохо! Мне не понравился магазин.,2019-7-23
Sharon3097@hotmail.com,13,6,,2017-9-6
Mary4028@gmail.com,2,5,,2010-9-18
Gloria8393@hotmail.com,16,6,,2023-9-19
Doris8379@gmail.com,22,8,Это ну такое.,2012-1-9
Vickie3962@gmail.com,21,1,Плохо! Мне не понравился магазин.,2015-6-22
Howard1550@hotmail.com,8,1,Прекрасный магазин.,2019-1-11
Dolores2436@gmail.com,11,4,Плохо! Мне не понравился магазин.,2017-10-25
Connie3839@gmail.com,2,0,,2014-2-20
Stephen4827@hotmail.com,1,9,,2011-2-6
Michael8316@gmail.com,10,5,"На самом деле прекрасный магазин, мне все понраивлос!",2017-6-2
Paul8597@gmail.com,0,5,Просто средний магазин.,2013-3-7
Rosia5797@gmail.com,16,2,,2022-10-21
Geraldine8611@hotmail.com,0,8,Ну неплохо.,2020-11-20
Matthew3748@hotmail.com,4,0,Плохо! Мне не понравился магазин.,2016-3-15
Carla1712@gmail.com,20,0,,2016-11-3
Randall1585@gmail.com,14,4,,2012-2-27
Linda8119@gmail.com,16,3,Прекрасный магазин.,2018-10-27
Kevin6864@gmail.com,11,10,Отлично! Это невероятно хороший магазин.,2012-4-2
Patricia8923@hotmail.com,19,6,,2020-8-5
Ada1867@hotmail.com,21,4,Средненько! Это средний по сервису магазин.,2022-12-22
Alec3625@gmail.com,2,0,,2020-6-3
Guy4825@hotmail.com,18,3,,2015-11-21
Eugene7923@hotmail.com,16,7,Хороший магазин.,2015-6-27
Delores1345@gmail.com,7,3,Хорошо! Это хороший магазин.,2020-6-22
Cynthia9549@hotmail.com,1,7,ФУ. Не куплю в этом магазине больше ничего.,2020-5-17
Julianna7577@gmail.com,14,2,,2020-12-7
